Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/31/2016,INFI,4D,,GLD,Z970295,IL,10300 S. Doty,(773) 568-8495,2809529
01/19/2017,OLDS,4D,,RED,282ZGR,WI,701 N. Sacramento,(773) 265-7605,6872581
01/19/2017,MERC,4T,,GRY,Q364822,IL,701 N. Sacramento,(773) 265-7605,473872
01/17/2017,HOND,4D,,TAN,E686439,IL,701 N. Sacramento,(773) 265-7605,6872468
01/18/2017,JEEP,LL,,GRY,Q224784,IL,701 N. Sacramento,(773) 265-7605,6872253
01/17/2017,CHEV,4D,,BLK,Q722348,IL,701 N. Sacramento,(773) 265-7605,6872408
01/02/2017,PONT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6870327
02/12/2017,NISS,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6876355
02/12/2017,JEEP,LL,,GRY,Q927500,IL,701 N. Sacramento,(773) 265-7605,6876356
01/19/2017,MITS,4D,,WHI,313T262,IL,10300 S. Doty,(773) 568-8495,2811556
02/12/2017,MITS,4D,,BLK,P825133,IL,701 N. Sacramento,(773) 265-7605,6876358
01/02/2017,CHEV,4D,,GLD,V805580,IL,701 N. Sacramento,(773) 265-7605,6870330
01/28/2017,NISS,VN,,GRY,Z990038,IL,701 N. Sacramento,(773) 265-7605,6874103
02/13/2017,TOYT,4D,,BLK,AH24025,IL,701 N. Sacramento,(773) 265-7605,6876461
02/13/2017,CHEV,LL,,TAN,K525753,IL,10300 S. Doty,(773) 568-8495,2814433
01/19/2017,FORD,4D,,GRN,Q145004,IL,10300 S. Doty,(773) 568-8495,2811548
02/12/2017,NISS,4D,,TAN,Z980516,IL,701 N. Sacramento,(773) 265-7605,6876338
02/12/2017,FORD,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2814341
02/12/2017,CHEV,4D,,RED,Q786468,IL,701 N. Sacramento,(773) 265-7605,6876339
02/12/2017,FORD,4D,,TAN,Z997196,IL,10300 S. Doty,(773) 568-8495,2814340
02/12/2017,CHEV,4D,,GRY,Z800113,IL,701 N. Sacramento,(773) 265-7605,6876357
01/28/2017,PONT,4D,,WHI,Q132456,IL,701 N. Sacramento,(773) 265-7605,6874099
02/12/2017,CHEV,4D,,RED,Y735662,IL,10300 S. Doty,(773) 568-8495,2814348
02/13/2017,CHEV,PK,,SIL,,IL,10300 S. Doty,(773) 568-8495,2814420
12/06/2016,HOND,4D,,GRN,S47221,IL,701 N. Sacramento,(773) 265-7605,686677
12/06/2016,HOND,4D,,WHI,Q373196,IL,701 N. Sacramento,(773) 265-7605,6866773
02/15/2017,CHEV,LL,,BLU,Z664832,IL,701 N. Sacramento,(773) 265-7605,6876649
02/15/2017,FORD,PK,,GRN,1892698B,IL,10300 S. Doty,(773) 568-8495,2814699
02/16/2017,LEXS,4D,,BLK,Y882455,IL,400 E. Lower Wacker,(312) 744-7550,961960
02/15/2017,PONT,4D,,RED,E221597,IL,701 N. Sacramento,(773) 265-7605,6876661
02/16/2017,CHEV,VC,,BLU,Z471811,IL,701 N. Sacramento,(773) 265-7605,6876664
02/20/2017,FORD,PK,,RED,1605313,IL,701 N. Sacramento,(773) 265-7605,6877268
01/19/2017,HYUN,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2811530
12/31/2016,FORD,LL,,BLK,V598154,IL,10300 S. Doty,(773) 568-8495,2809532
02/12/2017,HYUN,4D,,GRY,Q616738,IL,701 N. Sacramento,(773) 265-7605,6876370
02/13/2017,NISS,4T,,TAN,Q280977,IL,10300 S. Doty,(773) 568-8495,2814372
01/01/2017,VOLK,4D,,GRY,Q364542,IL,701 N. Sacramento,(773) 265-7605,6870153
01/01/2017,CHRY,4D,300,WHI,S103126,IL,701 N. Sacramento,(773) 265-7605,6870149
01/01/2017,KIA,4D,,GRY,S483434,IL,10300 S. Doty,(773) 568-8495,6870152
01/01/2017,ACUR,2D,,DGR,A879395,IL,701 N. Sacramento,(773) 265-7605,6870311
01/01/2017,CHEV,VN,,WHI,Z680655,IL,10300 S. Doty,(773) 568-8495,2809678
01/01/2017,DODG,4D,STA,RED,Z294895,IL,10300 S. Doty,(773) 568-8495,2809679
01/28/2017,CHEV,LL,,GRY,Y805796,IL,10300 S. Doty,(773) 568-8495,2812600
01/28/2017,MERC,4D,,GLD,Q762877,IL,701 N. Sacramento,(773) 265-7605,6874136
01/29/2017,BMW,4T,,GRY,E239326,IL,701 N. Sacramento,(773) 265-7605,6874138
01/29/2017,OLDS,VN,,BLK,Q281799,IL,701 N. Sacramento,(773) 265-7605,6874141
01/28/2017,BUIC,4D,,GRN,N495489,IL,701 N. Sacramento,(773) 265-7605,6874139
01/29/2017,PONT,4D,,GRN,Q932048,IL,701 N. Sacramento,(773) 265-7605,6874142
01/19/2017,CHEV,4D,,MAR,R985452,IL,10300 S. Doty,(773) 568-8495,2811539
12/31/2016,FORD,4D,TAU,RED,963S631,IL,10300 S. Doty,(773) 568-8495,2809533
02/12/2017,FORD,LL,,MAR,S916923,IL,10300 S. Doty,(773) 568-8495,2814354
02/21/2017,DODG,PK,,BGE,18773617,IL,10300 S. Doty,(773) 568-8495,2815410
01/19/2017,HOND,2D,,PLE,,IL,701 N. Sacramento,(773) 265-7605,6872585
02/10/2017,ZCZY,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6875970
01/15/2017,MERC,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2811135
01/19/2017,CHEV,2D,,RED,Z670769,IL,10300 S. Doty,(773) 568-8495,2811553
02/12/2017,DODG,VN,,GRY,3488195,IL,10300 S. Doty,(773) 568-8495,2814363
02/12/2017,BUIC,4D,,RED,Q149838,IL,10300 S. Doty,(773) 568-8495,2814366
02/12/2017,ACUR,4T,,SIL,Q269239,IL,10300 S. Doty,(773) 568-8495,2814371
01/28/2017,LEXS,4D,,GLD,X456617,IL,701 N. Sacramento,(773) 265-7605,6874111
12/31/2016,BUIC,VN,TK,SIL,720UCW,AR,10300 S. Doty,(773) 568-8495,2809597
02/13/2017,FORD,4D,,WHI,E431831,IL,701 N. Sacramento,(773) 265-7605,6876460
01/01/2017,FORD,VN,TK,BLU,Q934611,IL,701 N. Sacramento,(773) 265-7605,6870308
01/28/2017,MAZD,LL,,SIL,S824120,IL,701 N. Sacramento,(773) 265-7605,6874121
02/13/2017,CHEV,4D,,BLU,Q150260,IL,10300 S. Doty,(773) 568-8495,2814431
12/06/2016,CHEV,VN,,WHI,Y769259,IL,701 N. Sacramento,(773) 265-7605,6866781
02/13/2017,NISS,4D,,BLU,PVL5303,GA,10300 S. Doty,(773) 568-8495,2814430
02/14/2017,CHRY,LL,,BLK,736YBU,WI,10300 S. Doty,(773) 568-8495,2814464
01/28/2017,CADI,2D,,RED,D114,IA,10300 S. Doty,(773) 568-8495,2812605
01/28/2017,OLDS,4D,,SIL,Q665896,IL,10300 S. Doty,(773) 568-8495,2812601
01/28/2017,PONT,VN,,BLU,E677290,IL,10300 S. Doty,(773) 568-8495,2812606
02/14/2017,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6876488
02/14/2017,NISS,4D,,BLU,CLV633,IA,10300 S. Doty,(773) 568-8495,2814518
02/15/2017,PONT,4D,,SIL,Q471065,IL,10300 S. Doty,(773) 568-8495,2814607
02/15/2017,MERC,4D,,SIL,E708964,IL,10300 S. Doty,(773) 568-8495,2814606
12/31/2016,BUIC,4D,,GLD,792MTI,IN,10300 S. Doty,(773) 568-8495,2809538
02/12/2017,CHEV,VN,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6876367
01/19/2017,CHEV,VC,,SIL,Q995063,IL,10300 S. Doty,(773) 568-8495,2811557
02/12/2017,DODG,PK,,BLK,963S639,IL,701 N. Sacramento,(773) 265-7605,6876368
02/12/2017,BUIC,4D,,BLK,Q618897,IL,701 N. Sacramento,(773) 265-7605,6876369
01/28/2017,HYUN,4D,,TAN,N445443,IL,701 N. Sacramento,(773) 265-7605,6874115
01/28/2017,NISS,VN,,GRN,Q624971,IL,701 N. Sacramento,(773) 265-7605,6874120
01/02/2017,LINC,4D,,CRM,Q132331,IL,10300 S. Doty,(773) 568-8495,2809736
01/28/2017,CHRY,VN,,BLU,Z673832,IL,10300 S. Doty,(773) 568-8495,2812607
01/29/2017,PONT,4D,,MAR,ZX22464,IL,10300 S. Doty,(773) 568-8495,2812630
01/29/2017,FORD,LL,,RED,P925557,IL,10300 S. Doty,(773) 568-8495,2812637
01/29/2017,INFI,4D,,WHI,Q562521,IL,10300 S. Doty,(773) 568-8495,2812656
01/29/2017,CHEV,2D,,SIL,R406504,IL,10300 S. Doty,(773) 568-8495,2812660
01/29/2017,GMC,PK,,GRY,1585003B,IL,701 N. Sacramento,(773) 265-7605,6874161
01/03/2017,PONT,4D,,BLU,Q526676,IL,701 N. Sacramento,(773) 265-7605,6870509
01/03/2017,TOYT,4D,,GRY,6415598,IN,701 N. Sacramento,(773) 265-7605,6870508
01/03/2017,HOND,VN,TK,BLK,Z687624,IL,701 N. Sacramento,(773) 265-7605,6870507
02/13/2017,FORD,VN,,WHI,418622D,IL,10300 S. Doty,(773) 568-8495,2814375
01/15/2017,CHEV,2D,,WHI,Z830065,IL,10300 S. Doty,(773) 568-8495,2811207
12/31/2016,JAG,4D,,BLK,5103WS,IL,701 N. Sacramento,(773) 265-7605,6870132
01/01/2017,BUIC,4D,,GLD,88434FF,IL,10300 S. Doty,(773) 568-8495,2809609
02/13/2017,CHEV,4D,,SIL,Y824906,IL,10300 S. Doty,(773) 568-8495,2814378
01/01/2017,CHRY,4D,,BLK,Z998761,IL,10300 S. Doty,(773) 568-8495,2809608
01/19/2017,TOYT,LL,,SIL,Z570203,IL,10300 S. Doty,(773) 568-8495,2811602
01/01/2017,PLYM,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2809611
01/01/2017,CHEV,4D,,BLK,E895274,IL,10300 S. Doty,(773) 568-8495,2809607
02/13/2017,CHEV,VN,AST,GRY,Z475663,IL,10300 S. Doty,(773) 568-8495,2814414
12/06/2016,CHEV,VN,,RED,,IL,701 N. Sacramento,(773) 265-7605,6866775
01/01/2017,HYUN,LL,,SIL,239T163,IL,10300 S. Doty,(773) 568-8495,2809693
01/01/2017,SATR,4D,,GRY,G912910,IL,10300 S. Doty,(773) 568-8495,2809691
01/01/2017,DODG,4D,,GRY,Q876896,IL,10300 S. Doty,(773) 568-8495,2809692
02/14/2017,FORD,LL,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6876559
01/02/2017,JEEP,LL,,DGR,Z676502,IL,701 N. Sacramento,(773) 265-7605,6870421
02/14/2017,CHEV,2D,,BGE,996S569,IL,10300 S. Doty,(773) 568-8495,2814511
01/01/2017,DODG,4D,,BLK,Z985297,IL,10300 S. Doty,(773) 568-8495,2809613
02/13/2017,TOYT,4T,,SIL,ZY25262,IL,701 N. Sacramento,(773) 265-7605,6876415
02/13/2017,NISS,4T,,RED,Q252530,IL,701 N. Sacramento,(773) 265-7605,6876417
01/29/2017,MERC,4D,,BLU,R489802,IL,10300 S. Doty,(773) 568-8495,2812624
02/13/2017,TOYT,LL,,GRN,R410674,IL,701 N. Sacramento,(773) 265-7605,6876464
02/13/2017,KIA,4D,,RED,Z474129,IL,701 N. Sacramento,(773) 265-7605,6876465
02/14/2017,LEXS,4T,,TAN,Z840935,IL,10300 S. Doty,(773) 568-8495,2814523
02/14/2017,BUIC,4D,,BLU,E392914,IL,701 N. Sacramento,(773) 265-7605,6876565
02/14/2017,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2814524
02/14/2017,VOLK,4D,,SIL,Z248700,IL,701 N. Sacramento,(773) 265-7605,6876564
12/06/2016,PONT,4D,,GRN,Q182942,IL,10300 S. Doty,(773) 568-8495,2807933
02/20/2017,HOND,4D,,GLD,Z802571,IL,701 N. Sacramento,(773) 265-7605,6877331
02/20/2017,LINC,4D,,BLK,E434868,IL,701 N. Sacramento,(773) 265-7605,6877330
02/20/2017,HOND,VN,,BLK,Q408978,IL,701 N. Sacramento,(773) 265-7605,6877332
02/20/2017,NISS,2D,,BLK,X277550,IL,701 N. Sacramento,(773) 265-7605,6877329
02/21/2017,FORD,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2815407
02/13/2017,CHRY,4T,,TAN,ZZ80266,IL,701 N. Sacramento,(773) 265-7605,6876425
02/13/2017,CADI,LL,,GLD,,,10300 S. Doty,(773) 568-8495,2814424
02/13/2017,FORD,VN,,RED,Z994162,IL,10300 S. Doty,(773) 568-8495,2814425
01/19/2017,PONT,4D,,SIL,Z510822,IL,10300 S. Doty,(773) 568-8495,2811563
02/13/2017,CHEV,LL,,GLD,L932628,IL,10300 S. Doty,(773) 568-8495,2814446
02/13/2017,CHEV,2D,,RED,107T458,IL,10300 S. Doty,(773) 568-8495,2814451
02/13/2017,CHRY,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2814449
01/19/2017,MERC,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2811642
01/01/2017,CHEV,VN,,MAR,Q628614,IL,10300 S. Doty,(773) 568-8495,2809618
01/01/2017,DODG,4D,,BLK,882MMP,OK,10300 S. Doty,(773) 568-8495,2809619
01/19/2017,DODG,4D,,SIL,L671463,IL,701 N. Sacramento,(773) 265-1846,1535455
01/19/2017,LINC,4D,,SIL,318FCL,IN,10300 S. Doty,(773) 568-8495,2811607
02/13/2017,TOYT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2814387
02/14/2017,HOND,2D,,BLK,Q173627,IL,10300 S. Doty,(773) 568-8495,2814506
02/14/2017,MERZ,4D,,BLK,NSOFF,IL,701 N. Sacramento,(773) 265-7605,6876557
02/14/2017,CHEV,4D,,BRO,V983260,IL,10300 S. Doty,(773) 568-8495,2814507
02/14/2017,CHEV,4D,,RED,Q923768,IL,10300 S. Doty,(773) 568-8495,2814508
02/15/2017,TOYT,4D,CAM,RED,246345,IL,10300 S. Doty,(773) 568-8495,2814691
02/15/2017,CHEV,2D,,WHI,Q457320,IL,10300 S. Doty,(773) 568-8495,2814689
02/15/2017,JAGU,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6876650
02/15/2017,TOYT,PK,,GRN,,IL,10300 S. Doty,(773) 568-8495,2814686
01/19/2017,CHEV,LL,,BLU,E554258,IL,10300 S. Doty,(773) 568-8495,2811619
01/19/2017,DODG,4D,,BLU,Q798638,IL,10300 S. Doty,(773) 568-8495,2811601
02/15/2017,NISS,4D,,BLK,ZX28185,IL,10300 S. Doty,(773) 568-8495,2814712
02/15/2017,CHEV,4D,,SIL,150619,IL,701 N. Sacramento,(773) 265-7605,6876657
02/15/2017,NISS,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2814708
02/20/2017,PONT,VN,,GLD,1609056,IL,701 N. Sacramento,(773) 265-7605,6877336
02/20/2017,PLYM,4D,,SIL,E379815,IL,10300 S. Doty,(773) 568-8495,2815379
02/21/2017,CHEV,4D,,WHI,V556769,IL,10300 S. Doty,(773) 568-8495,2815413
02/21/2017,PONT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2815412
02/13/2017,GMC,LL,TK,SIL,Q627149,IL,10300 S. Doty,(773) 568-8495,2814388
01/19/2017,CHRY,4D,,GRY,Z774499,IL,10300 S. Doty,(773) 568-8495,2811627
01/19/2017,CHEV,VN,TK,RED,L740674,IL,10300 S. Doty,(773) 568-8495,2811673
01/29/2017,CHEV,LL,,SIL,Q488396,IL,701 N. Sacramento,(773) 265-7605,6874144
02/13/2017,TOYT,4T,,WHI,E527556,IL,701 N. Sacramento,(773) 265-7605,6876424
02/14/2017,CADI,4D,,BLK,K152203,IL,10300 S. Doty,(773) 568-8495,2814454
02/14/2017,HYUN,LL,TK,BLK,Z669459,IL,10300 S. Doty,(773) 568-8495,2814453
02/14/2017,JEEP,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6876480
02/14/2017,CHEV,PK,,BLU,P200776,IL,10300 S. Doty,(773) 568-8495,2814458
02/14/2017,MAZD,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6876497
02/20/2017,LINC,4D,,BLU,Q143403,IL,701 N. Sacramento,(773) 265-7605,6877324
02/20/2017,CHEV,2D,,WHI,Z360449,IL,10300 S. Doty,(773) 568-8495,2815368
02/20/2017,CHEV,4D,,BLU,Q475278,IL,10300 S. Doty,(773) 568-8495,2815367
02/20/2017,BMW,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2815371
02/20/2017,CHEV,4D,,BLU,Q705151,IL,10300 S. Doty,(773) 568-8495,2815376
02/20/2017,VOLK,4D,,WHI,S806422,IL,10300 S. Doty,(773) 568-8495,2815369
02/20/2017,TOYT,4D,,DBL,981HWU,MN,701 N. Sacramento,(773) 265-7605,6877327
02/20/2017,MITS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2815375
02/20/2017,LINC,4D,,SIL,S805490,IL,701 N. Sacramento,(773) 265-7605,6877334
02/13/2017,CHRY,4D,300,WHI,E397965,IL,10300 S. Doty,(773) 568-8495,2814416
02/13/2017,CHEV,VN,,RED,G846922,IN,10300 S. Doty,(773) 568-8495,2814415
01/19/2017,CADI,4D,,TAN,Z582182,IL,701 N. Sacramento,(773) 265-7605,6872651
01/29/2017,AUDI,4D,,BLU,Q831995,IL,10300 S. Doty,(773) 568-8495,2812631
01/29/2017,VOLK,2T,,BLK,DASVWCC,IL,701 N. Sacramento,(773) 265-7605,6874150
01/03/2017,CHRY,VN,TOW,GRY,,IL,701 N. Sacramento,(773) 265-7605,6870463
02/13/2017,FORD,4D,TAU,BLU,,,701 N. Sacramento,(773) 265-7605,6876451
02/13/2017,BUIC,LL,,BGE,K793140,IL,701 N. Sacramento,(773) 265-7605,6876450
02/13/2017,DODG,VN,,BLU,6592578,IN,10300 S. Doty,(773) 568-8495,2814435
02/13/2017,DODG,4D,,GRY,1624646,IL,10300 S. Doty,(773) 568-8495,2814438
02/13/2017,FORD,LL,,GRN,Z996898,IL,10300 S. Doty,(773) 568-8495,2814437
02/13/2017,OLDS,VN,,WHI,E364610,IL,10300 S. Doty,(773) 568-8495,2814434
02/14/2017,CHRY,VN,,GRY,Z594583,IL,701 N. Sacramento,(773) 265-7605,6876468
02/13/2017,SATU,4T,,RED,Q132645,IL,10300 S. Doty,(773) 568-8495,2814441
02/14/2017,BUIC,4D,,TAN,Q341688,IL,701 N. Sacramento,(773) 265-7605,6876467
02/14/2017,CHEV,4D,,BLK,E962207,IL,701 N. Sacramento,(773) 265-7605,6876474
02/13/2017,DODG,4D,,COM,Z240996,IL,10300 S. Doty,(773) 568-8495,2814447
02/14/2017,DODG,VN,,RED,E359102,IL,701 N. Sacramento,(773) 265-7605,6876471
02/14/2017,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2814471
01/19/2017,FORD,PK,,RED,1473608B,IL,10300 S. Doty,(773) 568-8495,2811659
02/13/2017,CHEV,2D,MOC,RED,,,701 N. Sacramento,(773) 265-7605,6876400
02/13/2017,DODG,4D,,RED,Q182921,IL,701 N. Sacramento,(773) 265-7605,6876401
01/19/2017,MAZD,2D,,SIL,V746260,IL,10300 S. Doty,(773) 568-8495,2811660
02/10/2017,OLDS,4D,,BLU,R413011,IL,701 N. Sacramento,(773) 265-7605,6875872
02/14/2017,CHEV,4D,,WHI,Z272109,IL,10300 S. Doty,(773) 568-8495,2814521
02/15/2017,MERC,4T,,PLE,R743862,IL,701 N. Sacramento,(773) 265-7605,6876579
02/15/2017,PONT,4T,,SIL,Q645972,IL,10300 S. Doty,(773) 568-8495,2814542
02/15/2017,HYUN,4D,,BLU,Z821938,IL,701 N. Sacramento,(773) 265-7605,6876582
02/15/2017,FORD,4D,,GRN,5787176,IL,701 N. Sacramento,(773) 265-7605,6876581
02/15/2017,NISS,4D,,BLK,Q522938,IL,10300 S. Doty,(773) 568-8495,2814544
02/12/2017,PONT,4D,,BLK,Q762853,IL,701 N. Sacramento,(773) 265-7605,6876342
02/12/2017,CHEV,VN,,MAR,WOK223,IN,10300 S. Doty,(773) 568-8495,2814347
02/15/2017,DODG,PK,,BLU,295428,IL,10300 S. Doty,(773) 568-8495,2814626
02/15/2017,HOND,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2814621
02/15/2017,BUIC,4D,,BLU,Q455574,IL,10300 S. Doty,(773) 568-8495,2814627
02/15/2017,PONT,4D,GRM,RED,Q840079,IL,10300 S. Doty,(773) 568-8495,2814624
02/13/2017,MITS,LL,,SIL,H822757,IL,701 N. Sacramento,(773) 265-7605,6876398
02/13/2017,CHEV,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2814440
02/14/2017,TOYT,4D,,GRY,286ZWG,TX,10300 S. Doty,(773) 785-9752,1535525
01/19/2017,HYUN,4D,,GRY,S635306,IL,10300 S. Doty,(773) 568-8495,2811603
01/19/2017,HOND,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6872658
02/14/2017,,MS,,SIL,DD8692,IL,701 N. Sacramento,(773) 265-1846,1535530
01/02/2017,FORD,VN,,RED,Z963898,IL,10300 S. Doty,(773) 568-8495,2809702
02/14/2017,HYUN,LL,,WHI,E384120,IL,10300 S. Doty,(773) 568-8495,2814501
02/14/2017,PETR,TR,TK,BLU,,IL,10300 S. Doty,(773) 568-8495,2814503
01/19/2017,BMW,4D,,WHI,Q501092,IL,10300 S. Doty,(773) 568-8495,2811681
01/02/2017,FORD,4D,,GLD,6293557,IL,10300 S. Doty,(773) 568-8495,2809704
02/14/2017,OLDS,4D,,BLK,E397114,IL,10300 S. Doty,(773) 568-8495,2814496
01/20/2017,JAGU,4D,,GRN,Y770546,IL,10300 S. Doty,(773) 568-8495,2811799
01/20/2017,FORD,CV,,RED,Z382106,IL,10300 S. Doty,(773) 568-8495,2811794
01/20/2017,PONT,2D,,RED,4516062,IL,10300 S. Doty,(773) 568-8495,2811800
02/14/2017,PONT,VN,TK,GRN,845YXY,WI,10300 S. Doty,(773) 568-8495,2814504
02/15/2017,KIA,4D,,BLK,Z753358,IL,10300 S. Doty,(773) 568-8495,2814527
02/15/2017,SATU,4D,,SIL,Z994172,IL,10300 S. Doty,(773) 568-8495,2814565
01/19/2017,MERC,LL,,SIL,V517767,IL,701 N. Sacramento,(773) 265-7605,6872653
02/14/2017,MERC,4D,,BLU,R984512,IL,701 N. Sacramento,(773) 265-7605,6876484
02/14/2017,INFI,4T,,TAN,Q928875,IL,701 N. Sacramento,(773) 265-7605,6876524
01/29/2017,TOYT,4D,,GRY,Z990941,IL,10300 S. Doty,(773) 568-8495,2812649
01/29/2017,MAZD,4D,,BLK,BQR3623,MI,10300 S. Doty,(773) 568-8495,2812648
02/14/2017,MERC,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6876486
02/20/2017,PONT,4D,,BLK,299T162,IL,400 E. Lower Wacker,(312) 744-7550,962223
02/20/2017,TOYT,4D,,WHI,BDR1008,IL,701 N. Sacramento,(773) 265-7605,6877337
02/20/2017,VOLK,4T,,SIL,D880873,OH,10300 S. Doty,(773) 568-8495,2815395
02/20/2017,JEEP,LL,,BLK,Y764900,IL,10300 S. Doty,(773) 568-8495,2815393
02/20/2017,BUIC,4D,,COM,Q422169,IL,701 N. Sacramento,(773) 265-7605,6877350
02/20/2017,DODG,4D,,ONG,S414027,IL,10300 S. Doty,(773) 568-8495,2815396
02/21/2017,NISS,VN,,SIL,E955184,IL,701 N. Sacramento,(773) 265-1846,1535547
02/21/2017,FORD,PK,,WHI,KX1573,WI,701 N. Sacramento,(773) 265-7605,1535546
02/21/2017,CHEV,4D,CAV,BLU,S226759,IL,701 N. Sacramento,(773) 265-7605,6877412
01/01/2017,HOND,4D,,GRN,Q612751,IL,10300 S. Doty,(773) 568-8495,2809681
01/19/2017,MERC,4D,,BLU,Z677665,IL,701 N. Sacramento,(773) 265-7605,6872643
02/15/2017,TOYT,4D,,GRY,Q335518,IL,10300 S. Doty,(773) 568-8495,2814694
02/15/2017,CHEV,4D,,BLK,6509313,IL,10300 S. Doty,(773) 568-8495,2814696
02/15/2017,HOND,4D,,BLK,Q333542,IL,10300 S. Doty,(773) 568-8495,2814697
01/01/2017,AUDI,4D,,BLK,Z714845,IL,10300 S. Doty,(773) 568-8495,2809684
01/01/2017,FORD,PK,,GRY,37002XL,CA,701 N. Sacramento,(773) 265-7605,6870315
02/15/2017,JEEP,LL,TK,GRN,E225749,IL,701 N. Sacramento,(773) 265-7605,6876656
01/20/2017,HOND,4D,,RED,Q518097,IL,10300 S. Doty,(773) 568-8495,2811686
01/20/2017,FORD,VN,,WHI,Z725579,IL,10300 S. Doty,(773) 568-8495,2811689
01/21/2017,CHRY,4T,,SIL,Y839437,IL,701 N. Sacramento,(773) 265-7605,6872807
01/21/2017,LAND,LL,,SIL,8945231,IL,701 N. Sacramento,(773) 265-7605,6872804
02/14/2017,HOND,4D,,BLK,Y715045,IL,701 N. Sacramento,(773) 265-7605,6876489
01/01/2017,CHEV,4D,,DGR,Q984886,IL,10300 S. Doty,(773) 568-8495,2809617
01/01/2017,CHRY,4D,300,WHI,E134611,IL,10300 S. Doty,(773) 568-8495,2809615
01/19/2017,MITS,4T,,WHI,5377703,IL,701 N. Sacramento,(773) 265-7605,6872664
01/19/2017,CHEV,4T,,SIL,VBB8416,VA,10300 S. Doty,(773) 568-8495,2811683
02/20/2017,PONT,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6877352
01/20/2017,CHEV,4T,,TAN,,IL,10300 S. Doty,(773) 568-8495,2811697
02/21/2017,MERC,4T,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6877360
02/21/2017,NISS,4D,,BLK,171T873,IL,10300 S. Doty,(773) 568-8495,2815398
01/01/2017,VOLK,4D,,BLK,E331566,IL,701 N. Sacramento,(773) 265-7605,6870251
02/21/2017,TOYT,4D,,GRY,V271808,IL,701 N. Sacramento,(773) 265-7605,6877357
02/21/2017,TOYT,2D,,BLK,,,701 N. Sacramento,(773) 265-7605,6877361
02/21/2017,CHEV,4D,,RED,Z669318,IL,701 N. Sacramento,(773) 265-7605,6877356
01/19/2017,TOYT,4T,,TAN,S674031,IL,701 N. Sacramento,(773) 265-7605,6872662
01/19/2017,NISS,4D,,GLD,Y913911,IL,701 N. Sacramento,(773) 265-7605,6872665
01/19/2017,TOYT,4T,,WHI,34472TX,IL,701 N. Sacramento,(773) 265-7605,6872667
01/01/2017,HOND,4D,,MAR,910YUP,WI,10300 S. Doty,(773) 568-8495,2809622
12/05/2016,CHEV,2D,,BLK,865S130,IL,10300 S. Doty,(773) 568-8495,2807920
02/15/2017,BUIC,4D,,BGE,366T910,IL,701 N. Sacramento,(773) 265-7605,6876569
02/15/2017,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6876568
02/15/2017,FORD,LL,,GRN,E676027,IL,10300 S. Doty,(773) 568-8495,2814546
02/15/2017,DODG,4D,,BLK,Q457071,IL,10300 S. Doty,(773) 568-8495,2814550
02/15/2017,VOLK,4D,,BLK,Z265214,IL,10300 S. Doty,(773) 568-8495,2814551
01/03/2017,FORD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6870439
01/03/2017,CHEV,LL,,GLD,S493884,IL,701 N. Sacramento,(773) 265-7605,6870438
01/03/2017,CHEV,VN,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6870442
01/03/2017,CHRY,VN,,BLU,Q620327,IL,701 N. Sacramento,(773) 265-7605,6870437
12/30/2016,CHEV,LL,,RED,313NUA,IN,10300 S. Doty,(773) 785-9752,1716693
12/30/2016,CHRY,4D,,GRY,G680114,IN,10300 S. Doty,(773) 785-9752,1716692
